area,perimetro,eixo_maior,eixo_menor,excentricidade,eqdiasq,solidez,area_convexa,extensao,proporcao,redondidade,compactidade,fator_forma_1,fator_forma_2,fator_forma_3,fator_forma_4,RR_media,RG_media,RB_media,RR_dev,RG_dev,RB_dev,RR_inclinacao,RG_inclinacao,RB_inclinacao,RR_curtose,RG_curtose,RB_curtose,RR_entropia,RG_entropia,RB_entropia,RR_all,RG_all,RB_all,classe
322879,22.759.231,8.768.048,4.730.537,842,6.411.726,9.737,331585,6.076,1.8535,7.833,7.313,27,15,5.347,9.911,486.688,579.718,709.177,204.321,231.236,192.703,1.7758,2.2008,4.635,9.2815,10.0405,4.1701,-7437997568,-10802531328,-15226233856,243.358,289.873,354.605,SAFAVI
320184,22.682.141,8.549.136,4.882.705,8.209,6.384.911,9.747,328507,7.904,1.7509,7.821,7.468,27,15,5.578,9.766,573.068,621.079,734.038,232.378,231.686,230.644,1.2317,1.7684,963,6.3558,8.3788,5.9663,-10468933632,-12187063296,-16819024896,286.496,310.536,366.992,SAFAVI
308867,2.263.426,9.225.724,4.312.169,884,6.271.058,9.867,313031,5.709,2.1395,7.576,6.797,3,14,462,9.885,675.435,622.918,695.624,196.869,206.275,183.155,4.583,1.7042,5.497,4.1546,9.0695,4.4858,-13244678144,-11418725376,-13876035584,337.719,311.477,347.819,SAFAVI
379575,24.572.781,9.112.972,5.364.752,8.084,6.951.906,9.704,391167,6.193,1.6987,7.899,7.629,24,14,582,9.885,59.844,628.755,714.249,189.269,204.109,197.768,5.964,1.8147,4.875,3.8085,9.2689,4.1914,-12654697472,-14256795648,-18250622976,299.183,314.367,357.096,SAFAVI
357334,2.371.709,9.151.829,4.995.417,8.379,6.745.159,972,367635,6.436,1.832,7.983,737,26,14,5.432,9.952,550.456,576.808,691.132,266.528,259.715,238.614,1.837,1.6036,3.756,8.3943,6.8582,2.9896,-11576240128,-12398898176,-16800071680,275.248,288.426,345.589,SAFAVI
295382,2.141.585,8.364.148,4.524.544,8.411,6.132.634,9.736,303392,6.579,1.8486,8.093,7.332,28,15,5.376,9.938,329.638,411.127,443.789,153.807,163.125,135.886,2.2067,2.8505,1.634,10.7731,153.977,10.5387,-2973753088,-4571823104,-5002450944,16.483,20.558,221.913,SAFAVI
337999,2.342.979,9.466.573,4.595.275,8.743,6.560.135,9.799,344921,5.916,2.0601,7.737,693,28,14,4.802,9.893,494.872,480.962,527.135,271.007,228.266,182.416,2.0827,2.2605,7.959,8.6252,9.5926,4.7826,-9265599488,-8036588544,-8689244160,247.423,240.481,263.557,SAFAVI
382630,25.095.149,9.992.378,4.919.224,8.704,6.979.825,9.644,396751,7.346,2.0313,7.635,6.985,26,13,4.879,9.911,417.686,41.048,45.721,154.185,150.756,164.373,4.308,2.4676,6.633,5.2501,169.771,5.4259,-5936221184,-5730884096,-7223017984,208.846,205.247,228.617,SAFAVI
378755,2.462.074,9.360.067,520.477,8.311,6.944.392,9.813,385968,5.978,1.7984,7.852,7.419,25,14,5.504,9.899,514.986,476.865,592.563,169.203,159.941,163.063,1.2368,2.5843,683,9.4269,166.608,7.5529,-9114793984,-7734809088,-11986599936,257.489,238.444,296.299,SAFAVI
335932,22.676.841,8.816.727,4.890.849,832,6.540.045,9.777,343609,6.307,1.8027,8.209,7.418,26,15,5.502,9.919,354.128,43.15,526.078,15.532,158.517,169.676,1.7915,2.8473,5.846,13.299,17.248,4.5675,-3849968384,-5637977088,-8431365632,177.084,215.764,263.051,SAFAVI
300103,2.210.627,8.815.925,4.385.843,8.675,6.181.448,9.662,310612,756,2.0101,7.717,7.012,29,15,4.916,9.882,387.432,429.862,530.942,184.091,181.261,186.114,2.22,2.6024,6.971,140.081,148.091,4.36,-4386896896,-5256818688,-7868140544,193.715,214.959,265.482,SAFAVI
336558,2.423.491,8.503.224,5.073.458,8.025,6.546.136,9.651,348725,7.112,1.676,7.201,7.698,25,15,5.927,9.933,454.151,502.203,570.102,167.144,160.478,177.778,1.7186,2.0938,1.658,12.5308,134.913,4.0645,-6320412672,-7613640704,-10022953984,227.069,251.068,285.028,SAFAVI
310788,22.745.811,8.600.978,4.639.492,842,6.290.529,9.557,325186,7.114,1.8539,7.549,7.314,28,15,5.349,9.916,564.051,537.185,556.287,299.611,243.307,200.588,1.8393,2.1099,1.0812,7.1464,8.1611,4.7978,-11184157696,-9247220736,-9132711936,281.997,268.578,278.125,SAFAVI
424101,26.113.301,10.090.076,5.395.266,845,7.348.348,9.756,434696,6.849,1.8702,7.815,7.283,24,13,5.304,9.919,445.779,479.836,585.518,153.231,15.673,177.777,1.0655,1.9108,3.534,7.3868,11.9562,3.7241,-7469869056,-8708638720,-13331203072,222.905,239.926,292.774,SAFAVI
326996,24.474.109,8.525.339,494.461,8.146,6.452.474,9.681,337775,6.228,1.7242,686,7.569,26,15,5.728,9.877,50.271,587.941,765.047,214.765,223.188,210.039,1.9903,1.976,2.032,10.451,9.0337,3.4168,-8164108800,-11083887616,-18284953600,251.333,293.959,38.251,SAFAVI
384998,23.865.979,9.421.682,5.214.256,8.329,700.139,9.904,388735,6.779,1.8069,8.494,7.431,24,14,5.522,9.978,548.144,568.093,629.698,230.036,22.201,187.875,1.6265,1.8844,5.446,7.8138,8.9654,4.6272,-11567794176,-12205597696,-14188639232,274.069,284.043,314.852,SAFAVI
376389,2.409.259,9.412.642,5.099.813,8.405,6.922.668,9.852,382055,768,1.8457,8.149,7.355,25,14,5.409,9.983,536.526,586.775,666.855,21.093,211.398,190.449,9.572,2.3066,7.969,5.8969,11.4115,4.8959,-10489750528,-12495067136,-15629351936,268.268,293.402,333.437,SAFAVI
369053,2.355.499,924.204,5.108.777,8.333,6.854.873,9.882,373474,6.515,1.8091,8.359,7.417,25,14,5.501,9.952,608.057,657.577,786.002,226.583,215.987,228.785,2.524,951,-1.509,2.7832,5.9692,2.8681,-13334769664,-15339730944,-22153402368,304.014,328.779,39.299,SAFAVI
342828,22.878.721,8.440.139,5.202.556,7.874,6.606.831,9.639,355683,6.706,1.6223,823,7.828,25,15,6.128,9.941,469.433,526.326,642.881,222.749,217.307,208.924,1.9778,2.1572,6.541,10.1256,10.5755,4.3526,-7703043584,-9362766848,-13504945152,234.737,263.182,321.465,SAFAVI
367743,23.192.041,909.394,5.177.361,8.221,6.842.697,9.925,370521,772,1.7565,8.592,7.524,25,14,5.662,9.945,475.789,527.546,665.613,16.286,179.844,17.722,8.666,2.5924,811,6.7777,147.225,5.5021,-7486598656,-9466376192,-15006459904,237.914,263.802,332.833,SAFAVI
396837,2.555.075,9.829.867,5.182.283,8.497,7.108.224,9.768,406243,6.292,1.8968,7.639,7.231,25,13,5.229,9.919,491.532,569.918,712.011,194.278,210.273,230.686,1.013,1.7441,1.064,7.4948,10.0703,3.1434,-9105398784,-12418007040,-19591616512,245.774,284.968,356.014,SAFAVI
276472,2.094.603,7.699.008,462.089,7.999,5.933.086,9.778,282744,7.728,1.6661,7.919,7.706,28,17,5.939,9.895,473.925,598.331,764.786,162.956,198.162,171.221,1.8252,2.2364,4.199,11.0333,11.7386,4.9502,-5599286784,-9351615488,-14974920704,236.976,299.172,382.387,SAFAVI
321037,22.088.621,8.869.792,463.216,8.528,6.393.411,9.898,324348,8.046,1.9148,8.269,7.208,28,14,5.196,9.949,754.571,680.994,80.96,215.353,190.005,180.669,-201,1.5198,3.797,2.3189,8.3348,3.6353,-17534924800,-13918539776,-19730227200,377.274,340.505,40.48,SAFAVI
329750,22.366.001,8.871.417,4.749.108,8.446,6.479.589,9.913,332633,6.811,1.868,8.284,7.304,27,14,5.335,9.965,497.382,591.934,775.457,18.877,221.704,228.215,4.943,1.6639,1.733,4.3923,8.9968,3.191,-7649439744,-11283790848,-19262605312,248.681,295.966,387.724,SAFAVI
359590,2390.23,9.627.033,4.789.148,8.675,6.766.418,984,365421,6.287,2.0102,7.909,7.029,27,13,494,993,53.978,558.501,629.368,205.256,219.922,199.415,1.3044,2.1169,7.425,5.6295,9.7938,4.7334,-10056380416,-11013440512,-13426391040,269.897,279.255,314.684,SAFAVI
367307,2.557.634,9.302.054,506.424,8.388,6.838.639,9.774,375786,7.573,1.8368,7.056,7.352,25,14,5.405,9.928,47.708,529.042,63.984,206.554,222.068,203.663,2.0615,2.3611,7.345,11.106,11.4399,4.4714,-8204538880,-10223009792,-14246360064,238.525,264.504,319.898,SAFAVI
331115,23.168.181,8.449.014,503.534,803,6.492.986,9.495,348728,691,1.6779,7.752,7.685,26,15,5.906,991,509.019,567.915,696.704,24.633,239.908,24.386,1.732,1.4942,2.439,8.685,7.245,2.8352,-8995615744,-10791794688,-15904020480,254.496,28.394,348.344,SAFAVI
348793,2.331.863,9.080.755,4.995.217,8.351,6.664.061,9.678,360411,6.261,1.8179,8.061,7.339,26,14,5.386,979,668.332,683.227,757.938,304.461,257.216,219.936,1.1691,1.1495,865,4.9365,5.3173,3.416,-16854707200,-16442027008,-19305512960,334.147,34.161,378.955,SAFAVI
367332,2.357.595,9.044.373,5.201.105,8.181,6.838.871,9.868,372244,8.023,1.7389,8.305,7.561,25,14,5.718,9.942,430.698,49.336,620.708,181.445,20.401,19.341,2.2459,2.8092,1.1568,135.272,149.626,6.3672,-6449855488,-8703578112,-13254550528,215.329,246.666,310.335,SAFAVI
424394,27.105.901,10.405.283,524.012,8.639,7.350.886,9.763,434694,626,1.9857,7.259,7.065,25,12,4.991,991,560.743,593.276,749.684,204.824,20.336,233.234,1.516,1.3525,-1.456,3.7399,9.0406,3.3499,-12707684352,-14191678464,-23261112320,280.398,296.659,374.873,SAFAVI
291190,2.207.376,7.869.467,477.844,7.945,6.088.962,9.722,299524,647,1.6469,751,7.737,27,16,5.987,986,639.656,698.309,885.798,236.015,241.199,238.197,1.1942,1.1128,702,6.6875,6.25,3.669,-11766775808,-14033383424,-22461726720,31.979,349.147,442.876,SAFAVI
298760,21.849.109,8.424.735,4.538.198,8.425,6.167.601,9.871,302671,8.112,1.8564,7.864,7.321,28,15,5.359,9.949,526.983,606.077,791.962,195.668,209.859,201.446,1.8129,2.1149,479,11.801,10.4741,4.0698,-7861085184,-10529727488,-17813413888,263.517,303.071,396.009,SAFAVI
382402,2.575.439,9.146.583,5.365.853,8.098,6.977.746,9.525,401472,7.579,1.7046,7.245,7.629,24,14,582,992,35.996,450.128,488.883,193.811,211.148,187.074,2.5456,2.5287,1.1866,11.9786,11.1113,6.1582,-5097521152,-7803381248,-8578378240,179.978,225.063,244.442,SAFAVI
317955,22.826.021,8.572.585,4.774.725,8.305,6.362.648,9.737,326544,7.149,1.7954,7.669,7.422,27,15,5.509,989,336.721,432.944,468.044,297.044,253.649,176.236,2.7651,2.4808,1.6234,10.7629,9.6638,7.3961,-5622555648,-6780615168,-6442150912,168.351,216.483,234.018,SAFAVI
401589,24.128.311,8.417.765,6.099.025,6.892,7.150.657,9.775,410843,7.619,1.3802,8.668,8.495,21,15,7.216,9.959,435.655,489.218,550.538,233.863,217.001,176.454,2.6425,2.4648,9.299,12.6614,10.8064,5.7335,-8203492352,-9613828096,-11150855168,217.816,244.608,275.261,SAFAVI
338610,27.226.831,8.931.884,4.918.964,8.347,6.566.061,9.451,358287,6.878,1.8158,574,7.351,26,15,5.404,9.813,351.768,469.729,494.541,232.926,209.817,186.623,2.2433,2.171,9.827,9.7424,10.0834,5.7834,-4954373632,-7413314048,-7752578560,175.892,23.487,247.276,SAFAVI
373834,2.328.502,8.572.696,5.569.949,7.602,6.899.132,9.851,379487,7.229,1.5391,8.664,8.048,23,15,6.477,9.968,305.996,446.036,549.046,142.505,18.64,18.506,1.3935,2.2625,7.339,7.494,11.6573,4.1576,-3162116608,-7080940032,-10450691072,153.006,223.023,274.528,SAFAVI
391376,2.544.783,8.977.682,5.574.372,7.839,7.059.146,965,405582,7.216,1.6105,7.595,7.863,23,14,6.183,9.957,401.792,490.953,544.405,183.966,176.473,16.805,5.411,2.24,8.776,3.8065,12.7887,5.9955,-6051780608,-8706247680,-10500446208,200.912,245.493,272.219,SAFAVI
310795,24.290.669,8.781.395,4.556.671,8.548,629.06,966,321718,7.103,1.9272,6.619,7.164,28,15,5.132,9.889,303.826,421.928,442.569,148.238,167.724,136.944,2.7987,3.6971,3.0923,261.711,267.367,322.495,-2664330240,-5112987136,-5254019584,151.911,210.992,22.13,SAFAVI
364607,22.975.901,8.134.385,5.732.492,7.095,6.813.458,9.806,371829,7.628,1.419,8.679,8.376,22,16,7.016,9.956,396.864,489.473,552.506,138.354,148.176,145.022,4.862,2.8059,9.805,7.0273,193.784,8.2148,-4952520192,-7691911680,-9783527424,198.443,244.745,276.256,SAFAVI
325380,22.548.821,8.631.747,4.831.501,8.287,6.436.511,9.708,335152,7.249,1.7866,8.042,7.457,27,15,556,9.934,386.548,51.29,559.642,190.593,183.192,168.751,1.7315,1.9627,1.1919,8.4331,10.1266,6.7424,-4815613440,-7964525056,-9242575872,19.327,256.448,279.815,SAFAVI
343379,2.360.467,919.113,4.792.314,8.533,6.612.138,9.657,355591,6.926,1.9179,7.744,7.194,27,14,5.175,9.926,410.743,555.105,664.196,221.577,206.369,176.879,2.7797,2.4298,8.084,132.536,10.8915,5.0327,-6173152768,-10177111040,-13946608640,205.354,277.553,332.095,SAFAVI
298236,22.000.559,8.681.497,4.446.231,8.589,616.219,9.761,305552,6.723,1.9526,7.743,7.098,29,15,5.038,9.837,615.876,753.208,766.394,305.233,231.703,16.854,2.1594,2.0401,1.418,7.3413,7.3267,7.3823,-12590134272,-16542261248,-16204929024,307.929,376.608,383.194,SAFAVI
307420,2.221.959,8.679.562,4.570.818,8.501,6.256.351,9.758,315050,6.145,1.8989,7.825,7.208,28,15,5.196,9.866,627.738,703.004,73.148,214.614,206.295,223.599,5.228,1.4647,3.235,3.6032,7.2698,2.878,-11634758656,-14455312384,-15905784832,313.836,351.506,365.733,SAFAVI
364261,2.588.145,9.873.378,4.783.656,8.748,6.810.224,9.535,382038,6.303,2.064,6.834,6.898,27,13,4.758,982,481.373,574.552,581.571,180.892,192.391,169.305,1.9835,3.0409,1.6597,12.4749,168.987,9.2079,-7859506688,-11304577024,-11197806592,240.658,287.268,290.767,SAFAVI
387240,24.108.999,9.208.607,5.392.838,8.106,7.021.747,9.793,395412,7.064,1.7076,8.372,7.625,24,14,5.814,9.928,609.374,753.337,830.958,187.865,189.808,211.414,6.071,1.3445,278,3.9642,7.1275,2.854,-13362652160,-20644857856,-25689358336,30.468,37.667,415.474,SAFAVI
351580,24.246.331,9.145.834,4.942.882,8.414,6.690.632,9.741,360946,751,1.8503,7.515,7.315,26,14,5.352,9.902,917.814,840.416,852.427,291.557,235.145,252.907,-599,1.1764,3.414,3.5714,6.0995,3.0743,-30345447424,-24345434112,-25393334272,458.912,420.216,426.223,SAFAVI
318125,22.114.131,8.380.247,4.966.458,8.055,6.364.349,9.509,334564,6.696,1.6874,8.175,7.594,26,16,5.768,9.732,571.581,656.399,722.637,269.349,222.935,207.287,2.0293,2.1181,751,8.7331,8.6832,3.7879,-11070031872,-13325257728,-15815351296,285.782,328.194,36.131,SAFAVI
325847,2.354.845,8.533.223,4.914.482,8.175,6.441.128,962,338714,6.968,1.7363,7.384,7.548,26,15,5.698,9.893,650.075,784.225,825.774,20.296,179.725,201.406,8.714,1.6774,1.259,5.8951,9.1341,3.0831,-13035247616,-18737899520,-21176356864,325.024,392.104,412.877,SAFAVI
417499,2586.47,10.019.357,5.348.173,8.456,7.290.928,9.761,427713,6.757,1.8734,7.842,7.277,24,13,5.295,992,591.925,702.497,785.158,17.492,179.825,196.634,1.0478,1.8092,3.943,6.1418,10.1431,3.3054,-13382586368,-19105130496,-24358719488,295.977,351.261,392.592,SAFAVI
299458,21.413.279,8.417.073,4.562.444,8.403,6.174.802,9.834,304514,8.036,1.8449,8.207,7.336,28,15,5.382,9.929,666.591,709.795,753.897,243.771,202.014,193.708,5.913,1.3356,2.598,3.3253,7.4542,3.9798,-13218689024,-14292153344,-16023406592,333.286,354.887,376.939,SAFAVI
364617,26.232.151,8.717.518,5.407.759,7.843,6.813.551,9.742,374257,745,1.612,6.659,7.816,24,15,6.109,9.848,595.544,702.224,787.821,201.755,205.153,199.875,1.6346,2.1617,3.066,9.0934,10.4169,3.784,-12266277888,-17103134720,-21475528704,297.778,351.111,393.912,SAFAVI
354060,2.492.134,871.677,5.251.666,7.981,6.714.188,9.562,370270,6.896,1.6598,7.164,7.703,25,15,5.933,9.848,598.986,78.461,852.994,217.815,183.655,186.997,1.9512,1.7865,2.102,10.095,8.9887,4.0231,-12331413504,-20443701248,-24380073984,299.522,392.315,426.504,SAFAVI
362684,2.407.593,9.255.394,506.546,8.369,6.795.466,9.564,379206,7.124,1.8272,7.863,7.342,26,14,5.391,985,64.5,740.138,769.863,277.048,227.913,214.668,1.9196,1.7225,779,8.409,7.4475,4.7268,-15833081856,-19342026752,-20644173824,322.491,370.055,384.924,SAFAVI
310190,22.236.509,8.620.129,464.774,8.422,6.284.474,9.768,317572,6.794,1.8547,7.883,729,28,15,5.315,9.858,497.398,619.871,729.668,174.799,191.072,185.129,1.7472,2.5805,7.022,10.081,130.473,5.1961,-7047171584,-11157264384,-15409140736,248.721,309.974,364.863,SAFAVI
333850,23.497.009,845.816,5.096.266,7.981,6.519.747,9.596,347911,6.887,1.6597,7.599,7.708,25,15,5.942,9.861,453.469,559.499,585.854,186.113,194.157,186.577,1.9652,2.6113,1.4041,9.5319,133.002,6.9494,-6509081088,-9857384448,-10647819264,226.722,279.749,292.928,SAFAVI
306371,21.609.741,7.958.485,4.989.199,7.791,6.245.668,9.746,314367,6.712,1.5951,8.244,7.848,26,16,6.159,9.824,540.973,703.157,767.963,207.392,199.928,196.966,1.7727,2.1333,4.504,9.2364,10.1972,3.4382,-8644071424,-14331637760,-17081430016,270.476,351.579,383.973,SAFAVI
282259,21.000.061,8.084.828,4.463.885,8.338,5.994.859,9.853,286469,7.899,1.8112,8.043,7.415,29,16,5.498,9.958,514.121,656.768,779.991,249.009,223.671,208.414,2.5114,2.0283,5.926,11.1589,8.3861,3.535,-7879576064,-11844771840,-16408154112,257.076,328.417,390.018,SAFAVI
291259,21.366.079,8.255.577,4.526.159,8.363,6.089.684,9.802,297143,682,1.824,8.018,7.376,28,16,5.441,9.925,738.959,821.043,952.325,204.818,179.472,195.398,1.056,1.3653,216,3.3299,7.4425,2.9472,-15101506560,-18432159744,-25415999488,369.488,410.543,476.179,SAFAVI
362960,2485.04,9.326.669,5.053.012,8.405,6.798.051,956,379677,6.921,1.8458,7.386,7.289,26,14,5.313,9.806,475.164,616.979,694.207,24.128,222.115,207.074,2.76,2.6204,1.1441,132.736,11.5809,5.3092,-8724019200,-13488086016,-16646494208,237.588,308.495,347.105,SAFAVI
370661,2.404.842,9.539.807,4.988.006,8.524,6.869.791,9.802,378137,8.009,1.9125,8.054,7.201,26,13,5.186,9.918,567.692,613.104,677.697,236.746,216.822,236.554,415,1.2826,6.025,3.4422,6.8804,3.4942,-11957380096,-13461885952,-16742553600,283.843,306.554,338.848,SAFAVI
370687,2.481.958,9.170.978,5.217.222,8.224,6.870.032,9.757,379925,7.643,1.7578,7.562,7.491,25,14,5.612,9.864,618.267,676.422,799.582,224.018,205.606,183.005,1.6583,1.5805,-123,9.8677,8.1366,4.8484,-13828039680,-16122037248,-22220531712,309.172,338.245,399.825,SAFAVI
361058,2.397.439,9.041.469,5.134.807,8.231,6.780.216,977,369539,6.466,1.7608,7.894,7.499,25,14,5.624,9.902,484.222,585.752,705.834,175.982,18.64,192.598,1.0131,1.7933,3.379,6.1464,9.8329,4.0366,-7788868608,-11515881472,-16857891840,242.108,292.864,352.902,SAFAVI
334863,22.820.659,8.727.985,4.908.819,8.268,6.529.631,9.816,341131,7.844,1.778,808,7.481,26,15,5.597,9.951,502.657,544.627,594.627,229.509,210.088,203.624,8.557,1.616,8.394,4.6889,9.3431,5.8903,-8566327296,-9606523904,-11240666112,251.295,272.318,297.309,SAFAVI
289774,2.146.249,8.128.783,4.625.508,8.223,6.074.139,979,295999,6.439,1.7574,7.905,7.472,28,16,5.584,9.813,377.159,462.922,494.502,174.615,196.015,176.718,1.5402,2.5033,1.4779,8.1316,131.004,7.786,-3925847040,-6004471808,-6527827456,188.592,231.482,247.271,SAFAVI
310151,2.237.895,8.126.631,4.918.975,796,6.284.079,9.741,318384,6.735,1.6521,7.782,7.733,26,16,5.979,9.879,538.908,625.963,741.868,241.558,234.312,229.483,1.4701,1.4692,3.363,6.8713,6.5011,3.4063,-9219829760,-12018157568,-16602292224,269.454,312.998,370.948,SAFAVI
277447,2.027.295,7.984.498,4.440.995,831,5.943.538,988,280824,7.696,1.7979,8.483,7.444,29,16,5.541,9.962,43.35,564.619,675.266,177.179,19.914,199.489,9.488,1.7916,4.764,5.7046,9.3015,3.8094,-4861062144,-8385276416,-11925044224,216.749,282.307,337.627,SAFAVI
287291,21.215.859,8.367.213,4.400.023,8.506,604.806,9.798,293223,6.605,1.9016,8.021,7.228,29,15,5.225,9.936,537.006,602.079,725.149,229.177,224.951,187.304,2.7335,2.3445,6.487,147.681,10.7013,4.1098,-8333841408,-10224510976,-14116061184,268.506,301.054,362.583,SAFAVI
326670,22.596.599,8.886.778,4.712.458,8.478,6.449.257,9.694,336982,7.335,1.8858,804,7.257,27,14,5.267,9.932,46.756,561.666,620.814,274.434,244.548,216.518,1.7726,1.7595,4.805,7.8033,7.6242,3.5321,-8226626048,-10530640896,-12127256576,233.807,28.084,310.418,SAFAVI
297174,2.155.959,7.797.753,4.884.755,7.795,6.151.208,9.716,305852,6.638,1.5963,8.034,7.888,26,16,6.223,9.934,516.469,569.027,644.892,281.787,249.235,184.318,2.2396,2.0402,7.421,8.8575,7.7524,4.782,-8952644608,-9902926848,-11451906048,258.247,284.548,322.477,SAFAVI
305032,23.116.509,8.619.067,4.557.622,8.488,6.232.004,954,319728,6.163,1.8911,7.173,723,28,15,5.228,9.887,500.512,555.754,595.947,226.067,212.044,168.488,2.4682,2.6484,1.1523,12.3858,12.1031,6.5662,-7745521664,-9151037440,-9837160448,250.276,277.882,297.988,SAFAVI
304948,21.853.789,8.299.847,4.735.959,8.212,6.231.146,9.763,312363,6.304,1.7525,8.024,7.508,27,16,5.636,9.878,438.251,506.586,575.594,21.106,210.052,163.861,2.6712,2.6387,1.1713,12.1985,11.803,6.9039,-5941805568,-7673556992,-9110774784,219.146,253.314,287.821,SAFAVI
309025,21.631.311,8.319.025,4.771.172,8.192,6.272.662,9.812,314953,6.833,1.7436,8.299,754,27,15,5.685,9.913,389.299,454.508,516.583,17.059,196.798,189.443,1.7349,2.6783,1.3365,10.3198,138.434,5.9739,-4386319872,-6208119808,-7739253760,19.466,227.285,258.319,SAFAVI
276143,2.079.627,8.203.309,4.322.186,8.499,5.929.554,9.802,281714,6.169,1.898,8.024,7.228,3,16,5.225,9.916,38.314,479.205,584.815,15.301,197.897,183.146,1.5822,2.5823,9.232,10.2355,136.531,5.3801,-3638331136,-6121320960,-8728421376,191.548,239.607,292.403,SAFAVI
338914,22.471.541,8.686.652,4.987.621,8.187,6.569.008,9.877,343124,7.934,1.7416,8.434,7.562,26,15,5.719,996,572.278,605.528,676.515,256.349,223.276,212.683,1.3534,1.6601,7.353,5.8509,7.4769,4.2094,-11514983424,-12141736960,-14840925184,286.162,302.787,338.276,SAFAVI
355763,2.424.814,9.907.361,4.587.359,8.863,6.730.316,9.835,361727,6.176,2.1597,7.604,6.793,28,13,4.615,9.967,552.751,579.314,663.383,261.152,217.834,193.968,1.5921,1.7955,3.093,7.2805,8.1707,3.8845,-11476408320,-11623803904,-14661142528,276.367,289.668,33.169,SAFAVI
391450,2.479.239,8.925.263,5.606.314,7.781,7.059.813,9.846,397557,7.111,1.592,8.003,791,23,14,6.257,9.961,525.844,584.442,686.574,189.461,190.423,18.149,1.6223,2.1939,8.576,9.5972,11.4238,4.9391,-10148655104,-12508277760,-17098424320,262.942,29.223,34.33,SAFAVI
304684,21.737.949,8.908.111,4.377.785,8.709,6.228.448,9.891,308038,6.176,2.0348,8.103,6.992,29,14,4.889,9.948,42.235,548.726,640.758,152.899,171.868,170.003,606,2.038,3.622,5.1194,11.9348,4.5128,-4819791872,-8366038528,-11406175232,211.177,274.371,32.039,SAFAVI
283770,20.967.639,7.758.751,4.688.516,7.968,6.010.883,9.737,291436,6.751,1.6548,8.111,7.747,27,17,6.002,9.932,410.515,51.745,589.619,181.601,200.125,178.392,1.8668,2.3268,844,11.0456,12.1213,6.1299,-4560918528,-7281993216,-9060293632,205.245,258.721,294.805,SAFAVI
275775,20.007.679,723.755,4.886.776,7.376,5.925.602,9.792,281629,7.508,1.481,8.657,8.187,26,18,6.703,9.928,40.666,490.597,527.922,130.441,171.871,138.202,1.3746,3.2252,1.9556,10.2174,184.374,11.6739,-3876588032,-6089985536,-6685989376,203.311,245.301,263.956,SAFAVI
286603,2058.97,7.821.415,4.693.111,0.8,6.040.814,9.843,291172,6.825,1.6666,8.496,7.723,27,16,5.965,9.941,407.009,515.395,559.645,171.267,191.487,18.073,1.3449,2.2863,8.907,6.1146,11.2415,4.7723,-4415751680,-7188916736,-8271415296,203.525,257.707,279.832,SAFAVI
326090,2.386.698,8.030.966,5.194.846,7.626,6.443.529,9.727,335242,7.505,1.5459,7.194,8.023,25,16,6.437,9.952,455.939,50.449,538.254,21.449,207.092,188.733,2.0276,2.3584,1.3775,10.5173,11.6776,7.3866,-6836207104,-8087171072,-8830860288,227.969,252.255,269.127,SAFAVI
272635,21.952.859,7.760.174,4.505.913,8.142,5.891.771,9.776,278895,6.495,1.7222,7.109,7.592,28,17,5.764,9.927,430.227,557.861,670.447,210.251,207.248,199.305,2.2133,1.9316,4.265,11.8181,9.2027,3.3386,-5119906304,-8157199360,-11547350016,215.091,278.932,335.209,SAFAVI
337948,2288.22,8.841.144,4.925.711,8.304,655.964,9.849,343113,7.475,1.7949,8.111,7.419,26,15,5.505,9.881,423.763,497.058,553.693,15.178,158.664,167.767,7.548,2.2013,6.537,4.6549,142.027,4.6688,-5372502016,-7470068736,-9373638656,211.897,248.556,276.875,SAFAVI
347931,2.379.052,9.492.151,4.683.536,8.698,6.655.821,9.817,354415,7.216,2.0267,7.725,7.012,27,13,4.917,9.965,604.464,586.601,561.995,24.847,187.967,186.389,248,1.8003,8.659,3.3206,10.1066,5.4893,-12831958016,-11152902144,-10204946432,302.223,293.314,281.003,SAFAVI
296161,23.550.471,8.841.443,4.293.063,8.742,6.140.716,9.748,303819,5.865,2.0595,671,6.945,3,14,4.824,9.935,449.818,579.147,667.196,250.886,214.975,199.875,2.604,2.1247,8.092,12.2034,9.3964,4.116,-6656111104,-9638036480,-12437501952,224.944,289.605,333.634,SAFAVI
361867,26.810.071,9.092.697,5.102.585,8.277,6.787.808,9.594,377190,6.609,1.782,6.326,7.465,25,14,5.573,9.931,469.795,570.954,634.497,219.458,199.152,159.896,2.7995,2.7677,1.2014,145.366,14.03,8.4396,-8114013696,-11200927744,-13146814464,234.922,285.482,31.726,SAFAVI
283096,21.341.521,8.420.992,4.310.886,859,6.003.741,9.777,289539,7.131,1.9534,7.811,7.129,3,15,5.083,9.929,457.506,52.153,612.221,283.332,266.636,194.998,2.7177,2.4999,1.1791,11.8506,10.0355,6.1038,-7113075200,-8404063232,-9958931456,228.754,260.772,306.113,SAFAVI
282651,21.151.909,8.492.612,4.278.779,8.638,599.902,9.835,287385,5.915,1.9848,7.939,7.064,3,15,499,9.904,485.774,527.239,632.424,222.649,246.223,191.766,2.4162,2.5293,1.1999,12.8604,11.4196,5.4117,-6756659712,-8196781056,-10568795136,242.889,263.619,316.217,SAFAVI
